Publication Year,Comic-book Title,# of Issues,Price,Publisher,Est. Units
2009,Amazing Spider-Man,583,$3.99 ,Marvel,"530,500"
2009,Blackest Night,1,$3.99 ,DC,"205,500"
2009,Captain America Reborn,1,$3.99 ,Marvel,"199,900"
2009,Batman and Robin,1,$2.99 ,DC,"190,300"
2009,Blackest Night,2,$3.99 ,DC,"161,400"
2009,Blackest Night,5,$3.99 ,DC,"148,700"
2009,Blackest Night,3,$3.99 ,DC,"146,200"
2009,Blackest Night,4,$3.99 ,DC,"140,200"
2009,Captain America,600,$4.99 ,Marvel,"136,800"
2009,Dark Avengers,1,$3.99 ,Marvel,"136,500"
2009,Batman and Robin,2,$2.99 ,DC,"131,900"
2009,Batman,686,$3.99 ,DC,"130,700"
2009,Captain America Reborn,2,$3.99 ,Marvel,"128,000"
2009,Final Crisis,6,$3.99 ,DC,"127,400"
2009,Amazing Spider-Man,600,$4.99 ,Marvel,"125,800"
2009,Flash Rebirth,1,$3.99 ,DC,"118,500"
2009,Green Lantern,43,$2.99 ,DC,"118,200"
2009,Batman and Robin,3,$2.99 ,DC,"115,400"
2009,Green Lantern,44,$2.99 ,DC,"112,800"
2009,New Avengers,50,$4.99 ,Marvel,"110,100"
2009,Captain America Reborn,3,$3.99 ,Marvel,"109,500"
2009,Final Crisis,7,$3.99 ,DC,"109,400"
2009,Batman and Robin,4,$2.99 ,DC,"109,000"
2009,Green Lantern,45,$2.99 ,DC,"107,800"
2009,Green Lantern,46,$2.99 ,DC,"106,000"
2009,Batman Battle for the Cowl,1,$3.99 ,DC,"105,500"
2009,Dark Avengers,2,$3.99 ,Marvel,"105,300"
2009,Dark Avengers,3,$3.99 ,Marvel,"103,700"
2009,Dark Avengers Uncanny X-Men Utopia,1,$3.99 ,Marvel,"103,500"
2009,Batman and Robin,5,$2.99 ,DC,"102,900"
2009,Green Lantern,47,$2.99 ,DC,"102,900"
2009,Dark Avengers,4,$3.99 ,Marvel,"102,200"
2009,Blackest Night Batman,1,$2.99 ,DC,"102,000"
2009,Ultimate Comics Avengers,1,$3.99 ,Marvel,"101,500"
2009,Green Lantern,48,$2.99 ,DC,"101,500"
2009,Detective Comics,853,$3.99 ,DC,"100,800"
2009,Blackest Night,6,$3.99 ,DC,"100,700"
2009,Thor,600,$4.99 ,Marvel,"100,300"
2009,Batman,687,$3.99 ,DC,"100,100"
2009,Wolverine Weapon X,1,$3.99 ,Marvel,"99,600"
2009,Green Lantern,49,$2.99 ,DC,"97,300"
2009,Dark Avengers,7,$3.99 ,Marvel,"97,300"
2009,Captain America Reborn,4,$3.99 ,Marvel,"96,900"
2009,Dark Avengers,5,$3.99 ,Marvel,"96,400"
2009,Batman and Robin,6,$2.99 ,DC,"96,200"
2009,Incredible Hulk,600,$4.99 ,Marvel,"95,900"
2009,New Avengers,49,$3.99 ,Marvel,"95,800"
2009,Dark Avengers,8,$3.99 ,Marvel,"95,600"
2009,Wolverine Giant-Size Old Man Logan,1,$4.99 ,Marvel,"95,600"
2009,New Avengers,53,$3.99 ,Marvel,"95,400"
2009,Dark Avengers,6,$3.99 ,Marvel,"94,900"
2009,New Avengers,54,$3.99 ,Marvel,"94,300"
2009,Ultimate Comics Spider-Man,1,$3.99 ,Marvel,"94,100"
2009,New Avengers,51,$3.99 ,Marvel,"93,900"
2009,Flash Rebirth,2,$2.99 ,DC,"93,500"
2009,Uncanny X-Men,514,$3.99 ,Marvel,"93,500"
2009,Wolverine,71,$2.99 ,Marvel,"93,400"
2009,Blackest Night Tales of the Corps,1,$3.99 ,DC,"92,700"
2009,Blackest Night Batman,2,$2.99 ,DC,"92,700"
2009,Justice League of America,39,$3.99 ,DC,"92,400"
2009,Wolverine,72,$2.99 ,Marvel,"92,200"
2009,New Avengers,52,$3.99 ,Marvel,"92,100"
2009,Batman Battle for the Cowl,3,$3.99 ,DC,"91,900"
2009,Blackest Night Superman,1,$2.99 ,DC,"91,800"
2009,Captain America Reborn,5,$3.99 ,Marvel,"91,800"
2009,Batman Battle for the Cowl,2,$3.99 ,DC,"91,500"
2009,New Avengers,56,$3.99 ,Marvel,"90,700"
2009,Marvels Project,1,$3.99 ,Marvel,"90,200"
2009,Captain America,601,$3.99 ,Marvel,"90,000"
2009,Ultimatum,5,$3.99 ,Marvel,"89,300"
2009,Uncanny X-Men,513,$3.99 ,Marvel,"88,700"
2009,Ultimatum,4,$3.99 ,Marvel,"88,600"
2009,Blackest Night Batman,3,$2.99 ,DC,"88,100"
2009,Green Lantern,42,$2.99 ,DC,"87,800"
2009,Flash Rebirth,3,$2.99 ,DC,"87,800"
2009,Hulk,11,$3.99 ,Marvel,"87,600"
2009,Green Lantern,40,$2.99 ,DC,"87,400"
2009,Green Lantern,39,$2.99 ,DC,"87,400"
2009,Blackest Night Tales of the Corps,2,$3.99 ,DC,"87,100"
2009,Green Lantern Corps,39,$2.99 ,DC,"86,900"
2009,Ultimatum,3,$3.99 ,Marvel,"86,500"
2009,New Avengers,57,$3.99 ,Marvel,"86,000"
2009,Wolverine,73,$2.99 ,Marvel,"85,700"
2009,Adventure Comics,4,$3.99 ,DC,"85,400"
2009,New Avengers,55,$3.99 ,Marvel,"85,400"
2009,Green Lantern,41,$2.99 ,DC,"85,200"
2009,Batman,688,$2.99 ,DC,"84,900"
2009,Green Lantern Corps,40,$2.99 ,DC,"84,200"
2009,Thor,601,$3.99 ,Marvel,"83,900"
2009,Green Lantern Corps,38,$2.99 ,DC,"83,400"
2009,Justice Society of America,26,$2.99 ,DC,"83,300"
2009,Dark Wolverine,75,$3.99 ,Marvel,"82,900"
2009,Blackest Night Superman,2,$2.99 ,DC,"82,500"
2009,Green Lantern Corps,41,$2.99 ,DC,"82,000"
2009,Blackest Night Tales of the Corps,3,$3.99 ,DC,"81,800"
2009,Dark Avengers,9,$3.99 ,Marvel,"81,400"
2009,Blackest Night Superman,3,$2.99 ,DC,"81,300"
2009,Green Lantern Corps,42,$2.99 ,DC,"81,000"
2009,Detective Comics,854,$3.99 ,DC,"80,900"
2009,Captain America Reborn Who Will Wield the Shield,0,$3.99 ,Marvel,"80,800"
2009,Green Lantern,38,$2.99 ,DC,"80,400"
2009,Blackest Night the Flash,1,$2.99 ,DC,"80,300"
2009,Hulk,10,$3.99 ,Marvel,"79,900"
2009,Batman,689,$2.99 ,DC,"79,300"
2009,Uncanny X-Men,510,$2.99 ,Marvel,"79,200"
2009,Hulk,14,$3.99 ,Marvel,"79,200"
2009,Flash Rebirth,4,$2.99 ,DC,"78,900"
2009,Uncanny X-Men,508,$2.99 ,Marvel,"78,200"
2009,Dark Avengers Uncanny X-Men Exodus,0,$3.99 ,Marvel,"77,900"
2009,Green Lantern Corps,43,$2.99 ,DC,"77,800"
2009,Batman,690,$2.99 ,DC,"77,500"
2009,Amazing Spider-Man,601,$2.99 ,Marvel,"77,400"
2009,New Avengers,58,$3.99 ,Marvel,"77,300"
2009,Uncanny X-Men,512,$3.99 ,Marvel,"77,200"
2009,Mighty Avengers,21,$3.99 ,Marvel,"76,800"
2009,Daredevil,500,$4.99 ,Marvel,"76,700"
2009,Justice League Cry for Justice,1,$3.99 ,DC,"76,700"
2009,Dark Avengers,10,$3.99 ,Marvel,"75,900"
2009,Green Lantern,37,$2.99 ,DC,"75,900"
2009,Dark Wolverine,76,$2.99 ,Marvel,"74,900"
2009,Hulk,12,$3.99 ,Marvel,"74,900"
2009,New Avengers,59,$3.99 ,Marvel,"74,900"
2009,X-Men Legacy,223,$2.99 ,Marvel,"74,700"
2009,Batman,685,$2.99 ,DC,"74,500"
2009,Flash Rebirth,5,$2.99 ,DC,"74,400"
2009,Dark X-Men Beginning,1,$3.99 ,Marvel,"74,300"
2009,Uncanny X-Men,515,$2.99 ,Marvel,"74,200"
2009,Mighty Avengers,22,$2.99 ,Marvel,"74,200"
2009,Uncanny X-Men,511,$2.99 ,Marvel,"74,200"
2009,Uncanny X-Men,516,$2.99 ,Marvel,"74,100"
2009,Captain America,46,$2.99 ,Marvel,"74,000"
2009,Amazing Spider-Man,602,$2.99 ,Marvel,"73,900"
2009,Amazing Spider-Man,595,$2.99 ,Marvel,"73,900"
2009,Ultimate Wolverine vs. Hulk,3,$2.99 ,Marvel,"73,800"
2009,Uncanny X-Men,507,$2.99 ,Marvel,"73,400"
2009,Astonishing X-Men,28,$2.99 ,Marvel,"73,300"
2009,Blackest Night Titans,1,$2.99 ,DC,"73,100"
2009,Captain America,50,$3.99 ,Marvel,"73,000"
2009,Dark Avengers,11,$3.99 ,Marvel,"72,800"
2009,New Avengers,60,$3.99 ,Marvel,"72,800"
2009,Red Robin,1,$2.99 ,DC,"72,800"
2009,Amazing Spider-Man,599,$2.99 ,Marvel,"72,500"
2009,Mighty Avengers,23,$2.99 ,Marvel,"72,300"
2009,Uncanny X-Men,506,$2.99 ,Marvel,"72,200"
2009,Amazing Spider-Man,608,$2.99 ,Marvel,"72,100"
2009,Batman,691,$2.99 ,DC,"71,800"
2009,Hulk,13,$3.99 ,Marvel,"71,600"
2009,Ultimate Comics Avengers,2,$3.99 ,Marvel,"71,500"
2009,Thor,602,$3.99 ,Marvel,"71,400"
2009,Amazing Spider-Man,603,$2.99 ,Marvel,"71,400"
2009,Batman,692,$2.99 ,DC,"71,200"
2009,Buffy the Vampire Slayer,21,$2.99 ,Dark Horse,"71,200"
2009,Blackest Night Wonder Woman,1,$2.99 ,DC,"70,800"
2009,Amazing Spider-Man,612,$3.99 ,Marvel,"70,700"
2009,Amazing Spider-Man,592,$2.99 ,Marvel,"70,500"
2009,Justice League of America,29,$2.99 ,DC,"70,400"
2009,Amazing Spider-Man,606,$2.99 ,Marvel,"70,300"
2009,Uncanny X-Men,509,$2.99 ,Marvel,"70,300"
2009,Uncanny X-Men,517,$2.99 ,Marvel,"70,000"
2009,Dark Avengers,12,$3.99 ,Marvel,"69,800"
2009,Justice League of America,30,$2.99 ,DC,"69,700"
2009,Batman,693,$2.99 ,DC,"69,200"
2009,Justice League of America,31,$2.99 ,DC,"69,100"
2009,Dark Wolverine,77,$2.99 ,Marvel,"68,900"
2009,Buffy the Vampire Slayer,22,$2.99 ,Dark Horse,"68,700"
2009,Blackest Night JSA,1,$2.99 ,DC,"68,700"
2009,Justice League of America,40,$3.99 ,DC,"68,700"
2009,Mighty Avengers,24,$2.99 ,Marvel,"68,600"
2009,Uncanny X-Men,518,$2.99 ,Marvel,"68,600"
2009,Astonishing X-Men,29,$2.99 ,Marvel,"68,500"
2009,Astonishing X-Men,31,$2.99 ,Marvel,"67,800"
2009,Siege Cabal,0,$3.99 ,Marvel,"67,700"
2009,Amazing Spider-Man,590,$2.99 ,Marvel,"67,600"
2009,Amazing Spider-Man,596,$2.99 ,Marvel,"67,500"
2009,Blackest Night Titans,2,$2.99 ,DC,"67,500"
2009,Uncanny X-Men,519,$2.99 ,Marvel,"67,000"
2009,Amazing Spider-Man,611,$2.99 ,Marvel,"66,500"
2009,Wolverine,74,$2.99 ,Marvel,"66,300"
2009,Justice Society of America,24,$2.99 ,DC,"66,200"
2009,Justice Society of America,25,$2.99 ,DC,"66,000"
2009,Amazing Spider-Man,597,$2.99 ,Marvel,"65,900"
2009,Batman,694,$2.99 ,DC,"65,900"
2009,Thor,603,$3.99 ,Marvel,"65,800"
2009,Buffy the Vampire Slayer,23,$2.99 ,Dark Horse,"65,700"
2009,Blackest Night Titans,3,$2.99 ,DC,"65,600"
2009,Amazing Spider-Man,613,$2.99 ,Marvel,"65,500"
2009,Astonishing X-Men,30,$2.99 ,Marvel,"65,200"
2009,Mighty Avengers,25,$2.99 ,Marvel,"65,100"
2009,Dark Reign List Avengers One Shot,0,$3.99 ,Marvel,"65,100"
2009,Incredible Hulk,601,$3.99 ,Marvel,"65,000"
2009,Ultimate Wolverine vs. Hulk,4,$2.99 ,Marvel,"64,900"
2009,Mighty Avengers,27,$2.99 ,Marvel,"64,900"
2009,Justice League of America,32,$2.99 ,DC,"64,700"
2009,Fantastic Four,570,$2.99 ,Marvel,"64,600"
2009,Green Lantern Corps,37,$2.99 ,DC,"64,600"
2009,Captain America,49,$2.99 ,Marvel,"64,600"
2009,Amazing Spider-Man,598,$2.99 ,Marvel,"64,300"
2009,Justice League of America,33,$2.99 ,DC,"64,300"
2009,Amazing Spider-Man,584,$2.99 ,Marvel,"64,200"
2009,Captain America,47,$2.99 ,Marvel,"63,900"
2009,X-Men Legacy,227,$2.99 ,Marvel,"63,700"
2009,Amazing Spider-Man,615,$2.99 ,Marvel,"63,700"
2009,Amazing Spider-Man,607,$2.99 ,Marvel,"63,700"
2009,Ultimate Comics Avengers,3,$3.99 ,Marvel,"63,700"
2009,Ultimate Wolverine vs. Hulk,5,$2.99 ,Marvel,"63,600"
2009,Amazing Spider-Man,604,$2.99 ,Marvel,"63,600"
2009,Detective Comics,855,$3.99 ,DC,"63,600"
2009,Uncanny X-Men Annual,2,$3.99 ,Marvel,"63,600"
2009,Mighty Avengers,26,$2.99 ,Marvel,"63,500"
2009,Captain America,48,$2.99 ,Marvel,"63,300"
2009,Green Lantern Corps,36,$2.99 ,DC,"63,300"
2009,X-Force,14,$2.99 ,Marvel,"63,300"
2009,X-Force Cable Messiah War Prologue,0,$3.99 ,Marvel,"63,300"
2009,Amazing Spider-Man,605,$3.99 ,Marvel,"63,000"
2009,Buffy the Vampire Slayer,24,$2.99 ,Dark Horse,"62,400"
2009,X-Force,17,$2.99 ,Marvel,"62,300"
2009,Astonishing X-Men,32,$2.99 ,Marvel,"62,200"
2009,Justice League of America,38,$2.99 ,DC,"62,200"
2009,Justice Society of America,23,$2.99 ,DC,"61,900"
2009,Amazing Spider-Man,588,$3.99 ,Marvel,"61,900"
2009,New Mutants,1,$3.99 ,Marvel,"61,900"
2009,X-Men Legacy,226,$2.99 ,Marvel,"61,800"
2009,Invincible Iron Man,20,$3.99 ,Marvel,"61,700"
2009,Deadpool Merc With A Mouth,1,$3.99 ,Marvel,"61,700"
2009,Mighty Avengers,28,$2.99 ,Marvel,"61,600"
2009,Deadpool,12,$2.99 ,Marvel,"61,600"
2009,Thor,604,$2.99 ,Marvel,"61,600"
2009,Fall of Hulks Alpha,0,$3.99 ,Marvel,"61,600"
2009,Amazing Spider-Man,609,$2.99 ,Marvel,"61,500"
2009,New Avengers Annual,3,$4.99 ,Marvel,"61,400"
2009,Amazing Spider-Man,610,$2.99 ,Marvel,"61,200"
2009,War of Kings,1,$3.99 ,Marvel,"60,900"
2009,Final Crisis Legion of Three Worlds,3,$3.99 ,DC,"60,900"
2009,Dark Wolverine,78,$2.99 ,Marvel,"60,900"
2009,Wolverine Weapon X,2,$3.99 ,Marvel,"60,700"
2009,Archie,600,$2.50 ,Archaia,"60,600"
2009,X-Men Legacy,225,$2.99 ,Marvel,"60,600"
2009,Batman Streets of Gotham,1,$3.99 ,DC,"60,600"
2009,Amazing Spider-Man,587,$2.99 ,Marvel,"60,600"
2009,Amazing Spider-Man,591,$2.99 ,Marvel,"60,500"
2009,Dark Avengers Annual,1,$4.99 ,Marvel,"60,500"
2009,Dark Wolverine,79,$2.99 ,Marvel,"60,400"
2009,Amazing Spider-Man,585,$2.99 ,Marvel,"60,400"
2009,Amazing Spider-Man,582,$2.99 ,Marvel,"60,300"
2009,Detective Comics,856,$3.99 ,DC,"60,200"
2009,Buffy the Vampire Slayer,25,$2.99 ,Dark Horse,"60,000"
2009,Justice League Cry for Justice,2,$3.99 ,DC,"60,000"
2009,Amazing Spider-Man,589,$2.99 ,Marvel,"59,900"
2009,Adventure Comics,5,$3.99 ,DC,"59,900"
2009,Amazing Spider-Man,586,$2.99 ,Marvel,"59,800"
2009,X-Men Legacy,220,$2.99 ,Marvel,"59,800"
2009,Justice League of America,34,$2.99 ,DC,"59,700"
2009,Amazing Spider-Man,614,$2.99 ,Marvel,"59,700"
2009,X-Force,16,$2.99 ,Marvel,"59,700"
2009,Ultimate Comics Spider-Man,2,$3.99 ,Marvel,"59,700"
2009,Ultimate Comics Avengers,4,$3.99 ,Marvel,"59,600"
2009,Hulk,15,$3.99 ,Marvel,"59,400"
2009,Adventure Comics,1,$3.99 ,DC,"59,300"
2009,Amazing Spider-Man,594,$2.99 ,Marvel,"59,200"
2009,Green Lantern Corps,35 Corrected Copy,$2.99 ,DC,"59,200"
2009,X-Force,15,$2.99 ,Marvel,"59,200"
2009,Detective Comics,858,$3.99 ,DC,"58,900"
2009,Amazing Spider-Man,616,$2.99 ,Marvel,"58,900"
2009,Amazing Spider-Man,593,$2.99 ,Marvel,"58,500"
2009,Web of Spider-Man,1,$3.99 ,Marvel,"58,400"
2009,Ultimate Wolverine vs. Hulk,6,$2.99 ,Marvel,"58,300"
2009,Booster Gold,26,$3.99 ,DC,"58,200"
2009,Justice League Cry for Justice,3,$3.99 ,DC,"58,100"
2009,Gotham City Sirens,1,$2.99 ,DC,"58,100"
2009,Dark X-Men Beginning,2,$3.99 ,Marvel,"58,100"
2009,Justice League of America,35,$2.99 ,DC,"58,100"
2009,Final Crisis Legion of Three Worlds,4,$3.99 ,DC,"57,900"
2009,Superman Secret Origin,1,$3.99 ,DC,"57,800"
2009,Deadpool,13,$2.99 ,Marvel,"57,800"
2009,Detective Comics,857,$3.99 ,DC,"57,800"
2009,Invincible Iron Man,10,$2.99 ,Marvel,"57,700"
2009,Ultimate Spider-Man,133,$3.99 ,Marvel,"57,700"
2009,Green Lantern Corps,34,$2.99 ,DC,"57,600"
2009,Astonishing X-Men,33,$2.99 ,Marvel,"57,600"
2009,Detective Comics,852,$2.99 ,DC,"57,500"
2009,Hulk,16,$3.99 ,Marvel,"57,400"
2009,Dark Reign List X-Men One Shot,0,$3.99 ,Marvel,"57,300"
2009,Dark Reign List Amazing Spider-Man One-Shot,0,$3.99 ,Marvel,"57,100"
2009,X-Men Legacy,221,$2.99 ,Marvel,"57,100"
2009,X-Force,18,$2.99 ,Marvel,"56,900"
2009,Secret Warriors,1,$3.99 ,Marvel,"56,600"
2009,Justice Society of America,27,$2.99 ,DC,"56,400"
2009,Buffy the Vampire Slayer,26,$2.99 ,Dark Horse,"56,400"
2009,X-Men Legacy,222,$2.99 ,Marvel,"56,200"
2009,Deadpool,10,$2.99 ,Marvel,"56,100"
2009,Red Robin,2,$2.99 ,DC,"56,100"
2009,Batgirl,1,$2.99 ,DC,"55,800"
2009,Deadpool,11,$2.99 ,Marvel,"55,800"
2009,Final Crisis Legion of Three Worlds,5,$3.99 ,DC,"55,800"
2009,Justice League of America,37,$2.99 ,DC,"55,700"
2009,Outsiders,24,$3.99 ,DC,"55,700"
2009,Invincible Iron Man,14,$2.99 ,Marvel,"55,600"
2009,Invincible Iron Man,11,$2.99 ,Marvel,"55,600"
2009,X-Force,21,$2.99 ,Marvel,"55,500"
2009,Dark X-Men Beginning,3,$3.99 ,Marvel,"55,500"
2009,Justice League of America,36,$2.99 ,DC,"55,500"
2009,Deadpool,8,$2.99 ,Marvel,"55,400"
2009,Thor,605,$2.99 ,Marvel,"55,200"
2009,Thor Giant Size Finale,1,$3.99 ,Marvel,"55,200"
2009,Justice League Cry for Justice,4,$3.99 ,DC,"55,100"
2009,Mighty Avengers,29,$2.99 ,Marvel,"54,700"
2009,X-Men Legacy,224,$2.99 ,Marvel,"54,700"
2009,Detective Comics,859,$3.99 ,DC,"54,600"
2009,Deadpool,9,$2.99 ,Marvel,"54,600"
2009,Doom Patrol,4,$3.99 ,DC,"54,400"
2009,Batman Widening Gyre,1,$3.99 ,DC,"54,300"
2009,Invincible Iron Man,16,$2.99 ,Marvel,"54,200"
2009,Final Crisis Superman Beyond,2,$4.50 ,DC,"54,100"
2009,Buffy the Vampire Slayer,27,$2.99 ,Dark Horse,"54,100"
2009,Thunderbolts,131,$2.99 ,Marvel,"54,000"
2009,Superman Batman,66,$2.99 ,DC,"53,900"
2009,Deadpool Merc With A Mouth,2,$2.99 ,Marvel,"53,900"
2009,Black Panther 2,1,$3.99 ,Marvel,"53,800"
2009,Thunderbolts,130,$2.99 ,Marvel,"53,500"
2009,Fantastic Four,563,$2.99 ,Marvel,"53,300"
2009,Hulk,18,$3.99 ,Marvel,"53,200"
2009,Mighty Avengers,30,$2.99 ,Marvel,"53,200"
2009,Hulk,17,$3.99 ,Marvel,"53,100"
2009,X-Men Legacy,228,$2.99 ,Marvel,"53,100"
2009,Justice League Cry for Justice,5,$3.99 ,DC,"53,000"
2009,Justice Society of America,28,$2.99 ,DC,"53,000"
2009,Secret Invasion War of Kings One Shot,0,$3.99 ,Marvel,"52,900"
2009,Ultimate Comics Spider-Man,3,$3.99 ,Marvel,"52,900"
2009,X Necrosha,0,$3.99 ,Marvel,"52,900"
2009,Deadpool,14,$2.99 ,Marvel,"52,800"
2009,Buffy the Vampire Slayer,28,$2.99 ,Dark Horse,"52,800"
2009,Dark Wolverine,80,$2.99 ,Marvel,"52,600"
2009,Action Comics,873,$2.99 ,DC,"52,600"
2009,Green Lantern Corps,33,$2.99 ,DC,"52,600"
2009,X-Force,11,$2.99 ,Marvel,"52,500"
2009,Wednesday Comics,1,$3.99 ,DC,"52,500"
2009,Deadpool,15,$2.99 ,Marvel,"52,500"
2009,Incredible Hulk,602,$3.99 ,Marvel,"52,400"
2009,Invincible Iron Man,15,$2.99 ,Marvel,"52,400"
2009,Ultimate X-Men,100,$3.99 ,Marvel,"52,400"
2009,Justice Society of America,29,$2.99 ,DC,"52,300"
2009,Invincible Iron Man,9,$2.99 ,Marvel,"52,300"
2009,Dark Reign Cabal,0,$3.99 ,Marvel,"52,300"
2009,Cable,14 Olivetti,$2.99 ,Marvel,"52,300"
2009,Detective Comics,860,$3.99 ,DC,"52,300"
2009,X-Force,13,$2.99 ,Marvel,"52,300"
2009,X-Force,12,$2.99 ,Marvel,"52,100"
2009,Rebels,10,$3.99 ,DC,"52,100"
2009,X-Force,22,$3.99 ,Marvel,"51,900"
2009,Invincible Iron Man,12,$2.99 ,Marvel,"51,800"
2009,Haunt,1,$2.99 ,Image,"51,800"
2009,Deadpool,900,$4.99 ,Marvel,"51,800"
2009,Secret Warriors,2,$2.99 ,Marvel,"51,800"
2009,Red Robin,3,$2.99 ,DC,"51,500"
2009,Wolverine Weapon X,3,$3.99 ,Marvel,"51,500"
2009,Batman Annual,27,$4.99 ,DC,"51,500"
2009,Invincible Iron Man,13,$2.99 ,Marvel,"51,400"
2009,Kick Ass,6,$2.99 ,Marvel,"51,300"
2009,Ultimate Comics Armor Wars,1,$3.99 ,Marvel,"51,200"
2009,Secret Warriors,3,$2.99 ,Marvel,"51,100"
2009,War of Kings,2,$3.99 ,Marvel,"51,000"
2009,X-Men Legacy,231,$2.99 ,Marvel,"50,900"
2009,Spider-Woman,1,$3.99 ,Marvel,"50,900"
2009,X-Men Legacy,229,$2.99 ,Marvel,"50,800"
2009,X-Force,19,$2.99 ,Marvel,"50,700"
2009,Buffy the Vampire Slayer,29,$2.99 ,Dark Horse,"50,500"
2009,Dark X-Men Confession One Shot,0,$3.99 ,Marvel,"50,500"
2009,Dark X-Men,1,$3.99 ,Marvel,"50,400"
2009,Kick Ass,7,$2.99 ,Marvel,"50,400"
2009,Thunderbolts,128,$2.99 ,Marvel,"50,300"
2009,Ultimate Spider-Man,132,$2.99 ,Marvel,"50,300"
2009,Ultimate Spider-Man,130,$2.99 ,Marvel,"50,300"
2009,Ultimate Spider-Man,131,$2.99 ,Marvel,"50,200"
2009,Cable,15,$2.99 ,Marvel,"50,200"
2009,Dark Tower Treachery,5,$3.99 ,Marvel,"50,200"
2009,Fantastic Four,564,$2.99 ,Marvel,"50,100"
2009,Amazing Spider-Man Annual,36,$3.99 ,Marvel,"50,100"
2009,Batman Cacophony,3,$3.99 ,DC,"50,100"
2009,Justice Society of America,30,$2.99 ,DC,"50,000"
2009,New Avengers Reunion,1,$3.99 ,Marvel,"49,900"
2009,Mighty Avengers,31,$2.99 ,Marvel,"49,900"
2009,Wolverine Weapon X,4,$3.99 ,Marvel,"49,800"
2009,X-Force,20,$2.99 ,Marvel,"49,800"
2009,X-Men Legacy,230,$3.99 ,Marvel,"49,800"
2009,Superman Batman,67,$2.99 ,DC,"49,600"
2009,Superman,684,$2.99 ,DC,"49,500"
2009,Buffy the Vampire Slayer,30,$2.99 ,Dark Horse,"49,300"
2009,Power Girl,1,$2.99 ,DC,"49,300"
2009,Incredible Hulk,603,$3.99 ,Marvel,"49,300"
2009,Ultimate Comics Spider-Man,4,$3.99 ,Marvel,"49,200"
2009,Avengers Invaders,8,$2.99 ,Marvel,"49,200"
2009,Dark Tower Treachery,6,$3.99 ,Marvel,"49,200"
2009,Punisher,1,$3.99 ,Marvel,"49,200"
2009,Thunderbolts,129,$2.99 ,Marvel,"49,100"
2009,Superman World of New Krypton,1,$2.99 ,DC,"49,000"
2009,Superman Secret Origin,2,$3.99 ,DC,"49,000"
2009,Fantastic Four,565,$2.99 ,Marvel,"49,000"
2009,Invincible Iron Man,17,$2.99 ,Marvel,"48,900"
2009,Avengers Initiative,21,$2.99 ,Marvel,"48,900"
2009,Stand American Nightmares,1,$3.99 ,Marvel,"48,900"
2009,Red Robin,4,$2.99 ,DC,"48,800"
2009,Action Comics,874,$2.99 ,DC,"48,700"
2009,Deadpool,16,$2.99 ,Marvel,"48,700"
2009,Mighty Avengers,32,$2.99 ,Marvel,"48,700"
2009,Dark Reign Fantastic Four,1,$2.99 ,Marvel,"48,500"
2009,Adventure Comics,2,$3.99 ,DC,"48,500"
2009,Avengers Invaders,9,$2.99 ,Marvel,"48,500"
2009,Deadpool,17,$2.99 ,Marvel,"48,400"
2009,Dark Reign List Wolverine One Shot,0,$3.99 ,Marvel,"48,300"
2009,Fantastic Four,571,$2.99 ,Marvel,"48,300"
2009,Invincible Iron Man,18,$2.99 ,Marvel,"48,300"
2009,Marvels Project,2,$3.99 ,Marvel,"48,300"
2009,Ultimatum Spider-Man Requiem,1,$3.99 ,Marvel,"48,100"
2009,Avengers Initiative,22,$2.99 ,Marvel,"48,100"
2009,Dark Wolverine,81,$2.99 ,Marvel,"48,100"
2009,Teen Titans,77,$3.99 ,DC,"48,000"
2009,Thor Annual,1,$3.99 ,Marvel,"48,000"
2009,Invincible Iron Man,19,$3.99 ,Marvel,"47,900"
2009,Justice Society of America,31,$2.99 ,DC,"47,800"
2009,Superman,685,$2.99 ,DC,"47,700"
2009,Cable,13,$2.99 ,Marvel,"47,700"
2009,Fantastic Four,566,$2.99 ,Marvel,"47,600"
2009,Batman Widening Gyre,2,$2.99 ,DC,"47,600"
2009,Action Comics,875,$2.99 ,DC,"47,600"
2009,Wolverine Origins,38,$2.99 ,Marvel,"47,500"
2009,Stand Captain Trips,5,$3.99 ,Marvel,"47,400"
2009,Invincible Iron Man,21,$2.99 ,Marvel,"47,300"
2009,X-Men Legacy Annual,1,$3.99 ,Marvel,"47,200"
2009,Deadpool,6,$2.99 ,Marvel,"46,900"
2009,Wolverine Origins,34,$2.99 ,Marvel,"46,800"
2009,Daredevil,501,$2.99 ,Marvel,"46,600"
2009,Fantastic Four,567,$2.99 ,Marvel,"46,500"
2009,Final Crisis Revelations,5,$3.99 ,DC,"46,300"
2009,Dark Reign List Daredevil One Shot,0,$3.99 ,Marvel,"46,200"
2009,Superman World of New Krypton,2,$2.99 ,DC,"46,100"
2009,Wolverine Origins,33,$2.99 ,Marvel,"46,100"
2009,Buffy the Vampire Slayer Tales of the Vampires One Shot,0,$2.99 ,Dark Horse,"46,000"
2009,Fall of Hulks Gamma Foh,0,$3.99 ,Marvel,"46,000"
2009,Wolverine Origins,36,$2.99 ,Marvel,"46,000"
2009,War of Kings,3,$3.99 ,Marvel,"45,900"
2009,Deadpool,18,$2.99 ,Marvel,"45,900"
2009,Superman Secret Origin,3,$3.99 ,DC,"45,900"
2009,Superman,686,$2.99 ,DC,"45,900"
