Publication Year,Comic-book Title,# of Issues,Price,Publisher,Est. Units
2014,Walking Dead,134,$2.99 ,Image,"68,153"
2014,Harley Quinn,13,$2.99 ,DC,"68,102"
2014,Grayson Futures End,1,$3.99 ,DC,"67,519"
2014,Robin Rises Omega,1,$4.99 ,DC,"67,451"
2014,Origin II,2,$3.99 ,Marvel,"67,379"
2014,Walking Dead,135,$2.99 ,Image,"67,361"
2014,All New X-Men,23,$3.99 ,Marvel,"67,129"
2014,Guardians of Galaxy,11.NOW,$3.99 ,Marvel,"66,977"
2014,Walking Dead,125,$2.99 ,Image,"66,782"
2014,Harley Quinn,6,$2.99 ,DC,"66,742"
2014,Multiversity the Society of Super-Heroes,1,$4.99 ,DC,"66,507"
2014,Superman Unchained,7,$3.99 ,DC,"66,471"
2014,Batgirl,35,$2.99 ,DC,"66,304"
2014,Avengers,25,$3.99 ,Marvel,"66,213"
2014,Batman Eternal,10,$2.99 ,DC,"66,078"
2014,Justice League of America,11,$3.99 ,DC,"66,039"
2014,Walking Dead,120,$2.99 ,Image,"65,750"
2014,Winter Soldier Bitter March,1,$3.99 ,Marvel,"65,731"
2014,Wytches,2,$2.99 ,Image,"65,653"
2014,Action Comics Futures End,1,$3.99 ,DC,"65,581"
2014,Superman Unchained,9,$4.99 ,DC,"65,486"
2014,Batman Superman,12,$3.99 ,DC,"65,474"
2014,Batman Eternal,11,$2.99 ,DC,"65,450"
2014,Walking Dead,121,$2.99 ,Image,"65,318"
2014,Uncanny X-Men,19.NOW,$3.99 ,Marvel,"65,286"
2014,New Suicide Squad Futures End,1,$3.99 ,DC,"65,247"
2014,Guardians of Galaxy,17,$3.99 ,Marvel,"65,197"
2014,Sandman Overture,4,$3.99 ,DC,"65,133"
2014,Justice League United,1,$3.99 ,DC,"65,102"
2014,Walking Dead,119,$2.99 ,Image,"64,992"
2014,Batman Eternal,12,$2.99 ,DC,"64,988"
2014,Walking Dead,122,$2.99 ,Image,"64,954"
2014,Superman,33,$3.99 ,DC,"64,859"
2014,Amazing Spider-Man,1.5,$3.99 ,Marvel,"64,772"
2014,Walking Dead,124,$2.99 ,Image,"64,712"
2014,Walking Dead,123,$2.99 ,Image,"64,691"
2014,Deadpool,27,$9.99 ,Marvel,"64,557"
2014,All New X-Men,24,$3.99 ,Marvel,"64,477"
2014,Batman Eternal,13,$2.99 ,DC,"64,371"
2014,All New X-Men,25,$4.99 ,Marvel,"64,343"
2014,Justice League United Futures End,1,$3.99 ,DC,"64,291"
2014,Uncanny Avengers,18.NOW,$3.99 ,Marvel,"64,283"
2014,Superman Wonder Woman,9,$3.99 ,DC,"64,280"
2014,Rocket Raccoon,2,$3.99 ,Marvel,"63,877"
2014,Batman Eternal,14,$2.99 ,DC,"63,856"
2014,Magneto,1,$3.99 ,Marvel,"63,840"
2014,New 52 Futures End,2,$2.99 ,DC,"63,592"
2014,Edge of Spider-Verse,1,$3.99 ,Marvel,"63,591"
2014,Justice League United,2,$3.99 ,DC,"63,576"
2014,Harley Quinn Holiday Special,1,$4.99 ,DC,"63,465"
2014,All New X-Men,27,$3.99 ,Marvel,"63,384"
2014,Detective Comics,33,$3.99 ,DC,"63,318"
2014,Uncanny X-Men,23,$3.99 ,Marvel,"63,312"
2014,Batman Eternal,15,$2.99 ,DC,"63,242"
2014,Guardians of Galaxy,21,$3.99 ,Marvel,"63,077"
2014,All New X-Men,21,$3.99 ,Marvel,"63,024"
2014,Batman Eternal,16,$2.99 ,DC,"62,684"
2014,Flash Futures End,1,$3.99 ,DC,"62,620"
2014,Outcast by Kirkman & Azaceta,2,$2.99 ,Image,"62,552"
2014,Batman Superman,7,$3.99 ,DC,"62,432"
2014,Inhuman,1,$3.99 ,Marvel,"62,339"
2014,Guardians of Galaxy,18,$3.99 ,Marvel,"62,285"
2014,Spider-Man and X-Men,1,$3.99 ,Marvel,"61,952"
2014,Saga,19,$2.99 ,Image,"61,856"
2014,Deadpool Vs. Carnage,1,$3.99 ,Marvel,"61,740"
2014,Wonder Woman Futures End,1,$3.99 ,DC,"61,598"
2014,Guardians of Galaxy,20,$3.99 ,Marvel,"61,547"
2014,Batman Eternal,17,$2.99 ,DC,"61,540"
2014,Angela Asgards Assassin,1,$3.99 ,Marvel,"61,398"
2014,Wonder Woman,36,$2.99 ,DC,"61,115"
2014,Batman and Robin,33,$2.99 ,DC,"61,010"
2014,Captain America and Mighty Avengers,1,$3.99 ,Marvel,"60,824"
2014,Avengers,29,$4.99 ,Marvel,"60,745"
2014,Superior Spider-Man Annual,2,$4.99 ,Marvel,"60,475"
2014,New 52 Futures End,3,$2.99 ,DC,"60,334"
2014,All New X-Men,26,$3.99 ,Marvel,"60,171"
2014,Batgirl Futures End,1,$3.99 ,DC,"60,155"
2014,Avengers,30,$3.99 ,Marvel,"60,056"
2014,All New X-Men,33,$3.99 ,Marvel,"59,893"
2014,Grayson,2,$2.99 ,DC,"59,870"
2014,Avengers,26,$3.99 ,Marvel,"59,781"
2014,Batman Eternal,18,$2.99 ,DC,"59,665"
2014,Superman Unchained,8,$3.99 ,DC,"59,604"
2014,Batman Superman,8,$3.99 ,DC,"59,375"
2014,Punisher,1,$3.99 ,Marvel,"59,332"
2014,Detective Comics,34,$3.99 ,DC,"59,309"
2014,Deathstroke,1,$2.99 ,DC,"59,174"
2014,Black Widow,1,$3.99 ,Marvel,"59,099"
2014,Batman Eternal,19,$2.99 ,DC,"59,062"
2014,Deadpool,34,$4.99 ,Marvel,"59,006"
2014,Guardians of Galaxy,12,$3.99 ,Marvel,"58,820"
2014,All New X-Men,29,$3.99 ,Marvel,"58,778"
2014,Guardians 3000,1,$3.99 ,Marvel,"58,745"
2014,New 52 Futures End,4,$2.99 ,DC,"58,726"
2014,Uncanny X-Men,16,$3.99 ,Marvel,"58,670"
2014,Batman Eternal,20,$2.99 ,DC,"58,612"
2014,Harley Quinn,10,$2.99 ,DC,"58,596"
2014,Detective Comics,36,$3.99 ,DC,"58,455"
2014,Batman Eternal,21,$2.99 ,DC,"58,382"
2014,Uncanny X-Men,27,$3.99 ,Marvel,"58,377"
2014,All New X-Men,28,$3.99 ,Marvel,"58,367"
2014,All New X-Men,31,$3.99 ,Marvel,"58,212"
2014,Rocket Raccoon,4,$3.99 ,Marvel,"58,158"
2014,Detective Comics,30,$3.99 ,DC,"58,110"
2014,Batman and Ras Al Ghul,32,$2.99 ,DC,"58,038"
2014,Uncanny X-Men,25,$4.99 ,Marvel,"58,028"
2014,Robin Rises Alpha,1,$4.99 ,DC,"57,990"
2014,All New Invaders,1,$3.99 ,Marvel,"57,953"
2014,Teen Titans,1,$2.99 ,DC,"57,923"
2014,Detective Comics,35,$3.99 ,DC,"57,650"
2014,Guardians of Galaxy,14,$4.99 ,Marvel,"57,636"
2014,Detective Comics,28,$3.99 ,DC,"57,603"
2014,All New X-Men,34,$3.99 ,Marvel,"57,569"
2014,Superman,34,$3.99 ,DC,"57,514"
2014,Aquaman Futures End,1,$3.99 ,DC,"57,458"
2014,Guardians of Galaxy,13,$3.99 ,Marvel,"57,328"
2014,Batman Eternal,22,$2.99 ,DC,"57,138"
2014,Iron Fist Living Weapon,1,$3.99 ,Marvel,"57,134"
2014,Life With Archie Comic,36,$4.99 ,Archie,"57,038"
2014,Earth 2 Futures End,1,$3.99 ,DC,"56,915"
2014,Avengers,36,$3.99 ,Marvel,"56,897"
2014,Justice League of America,12,$3.99 ,DC,"56,812"
2014,Batman Eternal,23,$2.99 ,DC,"56,662"
2014,Saga,20,$2.99 ,Image,"56,636"
2014,Avengers,32,$3.99 ,Marvel,"56,635"
2014,Batman Eternal,24,$2.99 ,DC,"56,633"
2014,Green Lantern,32,$2.99 ,DC,"56,510"
2014,Guardians of Galaxy,15,$3.99 ,Marvel,"56,440"
2014,Batman and Robin,36,$2.99 ,DC,"56,388"
2014,Origin II,3,$3.99 ,Marvel,"56,292"
2014,Uncanny X-Men,17,$3.99 ,Marvel,"56,288"
2014,Thor God of Thunder,25,$4.99 ,Marvel,"56,217"
2014,Uncanny X-Men,28,$3.99 ,Marvel,"56,122"
2014,Batman Eternal,25,$2.99 ,DC,"56,066"
2014,Batman and Robin,34,$2.99 ,DC,"56,013"
2014,Detective Comics,29,$3.99 ,DC,"55,999"
2014,New Suicide Squad,1,$2.99 ,DC,"55,882"
2014,Batman Superman,9,$3.99 ,DC,"55,795"
2014,Guardians of Galaxy,19,$3.99 ,Marvel,"55,764"
2014,Teen Titans Futures End,1,$3.99 ,DC,"55,713"
2014,Batman and Robin,35,$2.99 ,DC,"55,633"
2014,Saga,23,$2.99 ,Image,"55,590"
2014,Wolverine and X-Men,1,$3.99 ,Marvel,"55,563"
2014,Uncanny Avengers,16,$3.99 ,Marvel,"55,525"
2014,Saga,22,$2.99 ,Image,"55,523"
2014,Deadpool,29,$3.99 ,Marvel,"55,502"
2014,Avengers World,2,$3.99 ,Marvel,"55,501"
2014,Detective Comics,31,$3.99 ,DC,"55,451"
2014,Rocket Raccoon,3,$3.99 ,Marvel,"55,423"
2014,Action Comics,32,$3.99 ,DC,"55,415"
2014,Guardians of Galaxy,16,$3.99 ,Marvel,"55,381"
2014,Saga,24,$2.99 ,Image,"55,338"
2014,Uncanny X-Men,20,$3.99 ,Marvel,"55,333"
2014,Deadpool Vs. X-Force,1,$3.99 ,Marvel,"55,312"
2014,Saga,21,$2.99 ,Image,"55,290"
2014,Edge of Spider-Verse,5,$3.99 ,Marvel,"55,270"
2014,Green Arrow Futures End,1,$3.99 ,DC,"55,249"
2014,Avengers,31,$3.99 ,Marvel,"55,248"
2014,All New X-Men,30,$3.99 ,Marvel,"55,029"
2014,Deadpool,30,$3.99 ,Marvel,"54,990"
2014,Uncanny X-Men,24,$3.99 ,Marvel,"54,979"
2014,Detective Comics,37,$3.99 ,DC,"54,953"
2014,Miracleman,1,$5.99 ,Marvel,"54,908"
2014,Uncanny X-Men,18,$3.99 ,Marvel,"54,843"
2014,Justice League of America,13,$3.99 ,DC,"54,814"
2014,Avengers,38,$3.99 ,Marvel,"54,694"
2014,All New Ghost Rider,1,$3.99 ,Marvel,"54,582"
2014,Serenity Leaves On the Wind,2,$3.50 ,Dark Horse,"54,574"
2014,Batman Superman,11,$3.99 ,DC,"54,557"
2014,Uncanny X-Men,21,$3.99 ,Marvel,"54,490"
2014,Avengers,27,$3.99 ,Marvel,"54,475"
2014,Multiversity the Just,1,$4.99 ,DC,"54,457"
2014,Batman Eternal,26,$2.99 ,DC,"54,418"
2014,Saga,18,$2.99 ,Image,"54,388"
2014,Superman,35,$3.99 ,DC,"54,371"
2014,All New X-Men,32,$3.99 ,Marvel,"54,283"
2014,Uncanny Avengers,17,$3.99 ,Marvel,"54,235"
2014,Amazing X-Men,3,$3.99 ,Marvel,"53,965"
2014,Sinestro Futures End,1,$3.99 ,DC,"53,910"
2014,Batman Eternal,27,$2.99 ,DC,"53,783"
2014,Batman Superman,13,$3.99 ,DC,"53,623"
2014,Uncanny Avengers,25,$3.99 ,Marvel,"53,579"
2014,Batman Eternal,28,$2.99 ,DC,"53,568"
2014,Batman and Robin,37,$2.99 ,DC,"53,543"
2014,Uncanny X-Men,29,$3.99 ,Marvel,"53,502"
2014,Uncanny Avengers,19,$3.99 ,Marvel,"53,487"
2014,Edge of Spider-Verse,3,$3.99 ,Marvel,"53,403"
2014,Grayson,3,$2.99 ,DC,"53,330"
2014,Rocket Raccoon,5,$3.99 ,Marvel,"53,294"
2014,Deadpool Vs. Carnage,2,$3.99 ,Marvel,"53,206"
2014,Avengers,34,$3.99 ,Marvel,"53,163"
2014,Batman Eternal,30,$2.99 ,DC,"53,037"
2014,Avengers,28,$3.99 ,Marvel,"53,011"
2014,Multiversity Pax Americana,1,$4.99 ,DC,"53,001"
2014,Forever Evil Aftermath Batman Vs. Bane,1,$3.99 ,DC,"52,967"
2014,Wolverine,12,$5.99 ,Marvel,"52,962"
2014,Green Lantern Red Lanterns,28,$2.99 ,DC,"52,891"
2014,Batman Superman Annual,1,$5.99 ,DC,"52,881"
2014,Batman Superman,10,$3.99 ,DC,"52,857"
2014,Superman,36,$3.99 ,DC,"52,825"
2014,Batman Eternal,29,$2.99 ,DC,"52,817"
2014,X-Men,10.NOW,$3.99 ,Marvel,"52,758"
2014,Nightcrawler,1,$3.99 ,Marvel,"52,665"
2014,Uncanny Avengers,20,$3.99 ,Marvel,"52,651"
2014,Avengers,33,$3.99 ,Marvel,"52,633"
2014,Superman Wonder Woman,8,$3.99 ,DC,"52,524"
2014,New 52 Futures End,5,$2.99 ,DC,"52,517"
2014,Guardians of Galaxy,22,$3.99 ,Marvel,"52,470"
2014,Uncanny X-Men,22,$3.99 ,Marvel,"52,403"
2014,Original Sin Annual,1,$4.99 ,Marvel,"52,334"
2014,Wicked & Divine,1,$3.50 ,Image,"52,250"
2014,Deadpool,37,$3.99 ,Marvel,"52,077"
2014,Uncanny X-Men,26,$3.99 ,Marvel,"52,015"
2014,Batman Jokers Daughter,1,$4.99 ,DC,"51,937"
2014,Edge of Spider-Verse,4,$3.99 ,Marvel,"51,926"
2014,Guardians of Galaxy Annual,1,$4.99 ,Marvel,"51,828"
2014,ODYC,1,$3.99 ,Image,"51,684"
2014,Justice League Dark Futures End,1,$3.99 ,DC,"51,625"
2014,Origin II,4,$3.99 ,Marvel,"51,514"
2014,Uncanny Avengers,23,$3.99 ,Marvel,"51,511"
2014,Uncanny Avengers,22,$3.99 ,Marvel,"51,481"
2014,Batman Eternal,31,$2.99 ,DC,"51,324"
2014,Green Lantern Corps Futures End,1,$3.99 ,DC,"51,256"
2014,Inhuman,8,$3.99 ,Marvel,"51,017"
2014,Serenity Leaves On the Wind,3,$3.50 ,Dark Horse,"51,007"
2014,Wolverine,10,$3.99 ,Marvel,"51,001"
2014,Batman Eternal,32,$2.99 ,DC,"50,928"
2014,Batgirl,36,$2.99 ,DC,"50,922"
2014,Outcast by Kirkman & Azaceta,3,$2.99 ,Image,"50,919"
2014,Night of Living Deadpool,1,$3.99 ,Marvel,"50,869"
2014,Justice League of America,14,$3.99 ,DC,"50,770"
2014,Catwoman Futures End,1,$3.99 ,DC,"50,681"
2014,New Avengers,14,$3.99 ,Marvel,"50,650"
2014,Wolverine,11,$3.99 ,Marvel,"50,628"
2014,Original Sin,5.1,$3.99 ,Marvel,"50,596"
2014,Booster Gold Futures End,1,$3.99 ,DC,"50,592"
2014,Batman Eternal,33,$2.99 ,DC,"50,581"
2014,Deadpool,33,$3.99 ,Marvel,"50,553"
2014,Superman Wonder Woman,11,$3.99 ,DC,"50,440"
2014,Superman,37,$3.99 ,DC,"50,383"
2014,New 52 Futures End,6,$2.99 ,DC,"50,355"
2014,Deadpool,31,$3.99 ,Marvel,"50,336"
2014,Uncanny Avengers,21,$3.99 ,Marvel,"50,302"
2014,Death of Wolverine Logan Legacy,2,$3.99 ,Marvel,"50,277"
2014,Superman Wonder Woman,10,$3.99 ,DC,"50,191"
2014,She-Hulk,1,$2.99 ,Marvel,"50,168"
2014,Uncanny Avengers,24,$3.99 ,Marvel,"50,164"
2014,New 52 Futures End,7,$2.99 ,DC,"50,155"
2014,Batman Eternal,34,$2.99 ,DC,"50,083"
2014,All New Captain America,2,$3.99 ,Marvel,"50,077"
2014,X-Men,9,$3.99 ,Marvel,"50,042"
2014,Deadpool,25.NOW,$2.99 ,Marvel,"50,037"
2014,Action Comics,33,$3.99 ,DC,"50,029"
2014,Spider-Man 2099,2,$3.99 ,Marvel,"49,999"
2014,Miles Morales Ultimate Spider-Man,1,$3.99 ,Marvel,"49,926"
2014,Avengers,37,$3.99 ,Marvel,"49,861"
2014,Batman Superman,14,$3.99 ,DC,"49,787"
2014,Wolverine,2,$3.99 ,Marvel,"49,738"
2014,Wonder Woman,32,$2.99 ,DC,"49,616"
2014,Deadpool Vs. Carnage,3,$3.99 ,Marvel,"49,580"
2014,Red Lanterns Futures End,1,$3.99 ,DC,"49,550"
2014,Green Lantern New Guardians Futures End,1,$3.99 ,DC,"49,533"
2014,Supergirl Futures End,1,$3.99 ,DC,"49,407"
2014,Ms Marvel,2,$2.99 ,Marvel,"49,269"
2014,Elektra,1,$3.99 ,Marvel,"49,218"
2014,Batman Superman,16,$3.99 ,DC,"49,197"
2014,Thanos Annual,1,$4.99 ,Marvel,"49,145"
2014,Superman Wonder Woman,4,$3.99 ,DC,"49,144"
2014,Sinestro,1,$2.99 ,DC,"49,126"
2014,Earth 2 Worlds End,1,$2.99 ,DC,"49,115"
2014,Green Lantern,27,$2.99 ,DC,"49,099"
2014,New Avengers,16.NOW,$3.99 ,Marvel,"49,094"
2014,Low,1,$3.99 ,Image,"49,071"
2014,Serenity Leaves On the Wind,4,$3.50 ,Dark Horse,"49,016"
2014,Batman Eternal,35,$2.99 ,DC,"48,999"
2014,New Warriors,1,$3.99 ,Marvel,"48,994"
2014,Daredevil,1.5,$4.99 ,Marvel,"48,947"
2014,Death of Wolverine Deadpool and Captain America,1,$4.99 ,Marvel,"48,936"
2014,Amazing X-Men,4,$3.99 ,Marvel,"48,894"
2014,Storm,1,$3.99 ,Marvel,"48,883"
2014,Red Hood and the Outlaws Futures End,1,$3.99 ,DC,"48,783"
2014,New 52 Futures End,8,$2.99 ,DC,"48,686"
2014,Batman Eternal,36,$2.99 ,DC,"48,683"
2014,Hawkeye Vs. Deadpool,1,$3.99 ,Marvel,"48,612"
2014,Flash,32,$2.99 ,DC,"48,604"
2014,Cyclops,1,$3.99 ,Marvel,"48,585"
2014,Worlds Finest Futures End,1,$3.99 ,DC,"48,523"
2014,All New X-Factor,1,$3.99 ,Marvel,"48,512"
2014,Life With Archie Comic,37,$4.99 ,Archie,"48,440"
2014,Batman Superman,15,$3.99 ,DC,"48,425"
2014,Original Sin,5.2,$3.99 ,Marvel,"48,403"
2014,Moon Knight,2,$3.99 ,Marvel,"48,394"
2014,X-Men,11,$3.99 ,Marvel,"48,332"
2014,X-Force,1,$3.99 ,Marvel,"48,247"
2014,Sabrina,1,$3.99 ,Archie,"48,208"
2014,Justice League United,3,$3.99 ,DC,"48,165"
2014,Batman Eternal,37,$2.99 ,DC,"48,083"
2014,Origin II,5,$3.99 ,Marvel,"48,082"
2014,Superman Wonder Woman,12,$3.99 ,DC,"48,069"
2014,Captain Marvel,1,$3.99 ,Marvel,"48,037"
2014,Batman Eternal,38,$2.99 ,DC,"48,035"
2014,Deadpool Vs. Carnage,4,$3.99 ,Marvel,"48,023"
2014,Original Sin,3.1,$3.99 ,Marvel,"47,971"
2014,Grayson,4,$2.99 ,DC,"47,886"
2014,Batman Eternal,39,$2.99 ,DC,"47,782"
2014,Batgirl,32,$2.99 ,DC,"47,754"
2014,Multiversity Thunderworld,1,$4.99 ,DC,"47,714"
2014,Earth 2,24,$2.99 ,DC,"47,707"
2014,Wytches,3,$2.99 ,Image,"47,678"
2014,Wolverine,9,$3.99 ,Marvel,"47,545"
2014,Deadpool,32,$3.99 ,Marvel,"47,510"
2014,Deadpool,36,$3.99 ,Marvel,"47,493"
2014,Arkham Manor,1,$2.99 ,DC,"47,471"
2014,Green Lantern,33,$2.99 ,DC,"47,464"
2014,Hawkeye Vs. Deadpool,0,$4.99 ,Marvel,"47,447"
2014,Superman Wonder Woman,5,$3.99 ,DC,"47,425"
2014,Superman Wonder Woman,7,$3.99 ,DC,"47,375"
2014,New Avengers,15,$3.99 ,Marvel,"47,347"
2014,Bucky Barnes Winter Soldier,1,$3.99 ,Marvel,"47,344"
2014,Loki Agent of Asgard,1,$2.99 ,Marvel,"47,259"
2014,Death of Wolverine Logan Legacy,3,$3.99 ,Marvel,"47,246"
2014,Action Comics,34,$3.99 ,DC,"47,240"
2014,Avengers,39,$3.99 ,Marvel,"47,062"
2014,Aquaman and the Others Futures End,1,$3.99 ,DC,"47,024"
2014,Damian Son of Batman,4,$3.99 ,DC,"46,873"
2014,Uncanny Avengers Annual,1,$4.99 ,Marvel,"46,744"
2014,New Avengers,24,$4.99 ,Marvel,"46,731"
2014,Serenity Leaves On the Wind,5,$3.50 ,Dark Horse,"46,650"
2014,Deadpool,28,$3.99 ,Marvel,"46,625"
2014,Outcast by Kirkman & Azaceta,4,$2.99 ,Image,"46,590"
2014,New Avengers,26,$3.99 ,Marvel,"46,565"
2014,Green Lantern,36,$2.99 ,DC,"46,524"
2014,Amazing X-Men,5,$3.99 ,Marvel,"46,515"
2014,Green Lantern,35,$2.99 ,DC,"46,401"
2014,Aquaman,32,$2.99 ,DC,"46,345"
2014,Action Comics,31,$3.99 ,DC,"46,325"
2014,100th Anniversary Special: Spider-Man,1,$3.99 ,Marvel,"46,304"
2014,New 52 Futures End,9,$2.99 ,DC,"46,256"
2014,Batman and Wonder Woman,30,$2.99 ,DC,"46,116"
2014,Avengers,34.1,$4.99 ,Marvel,"46,114"
2014,Gotham Academy,1,$2.99 ,DC,"46,055"
2014,Wolverine,8,$3.99 ,Marvel,"46,055"
2014,New Avengers,17,$3.99 ,Marvel,"46,035"
2014,Green Lantern,29,$2.99 ,DC,"45,970"
2014,Constantine Futures End,1,$3.99 ,DC,"45,963"
2014,Batman and Two Face,27,$2.99 ,DC,"45,899"
2014,Uncanny X-Men Special,1,$4.99 ,Marvel,"45,893"
2014,Moon Knight,3,$3.99 ,Marvel,"45,834"
2014,Deadpool Vs. X-Force,2,$3.99 ,Marvel,"45,671"
2014,Superman Wonder Woman,6,$3.99 ,DC,"45,668"
2014,Swamp Thing Futures End,1,$3.99 ,DC,"45,478"
2014,New 52 Futures End,10,$2.99 ,DC,"45,452"
2014,Superman Doomed,2,$4.99 ,DC,"45,420"
2014,Batwoman Futures End,1,$3.99 ,DC,"45,278"
2014,Deadpool,26,$2.99 ,Marvel,"45,266"
2014,Doctor Who 11th,1,$3.99 ,Titan,"45,247"
2014,X-Men,12,$3.99 ,Marvel,"45,102"
2014,Batgirl,37,$2.99 ,DC,"45,060"
2014,Amazing X-Men,6,$3.99 ,Marvel,"45,010"
2014,Detective Comics Annual,3,$4.99 ,DC,"44,990"
2014,Savage Hulk,1,$3.99 ,Marvel,"44,900"
2014,Superman,31,$2.99 ,DC,"44,774"
2014,New 52 Futures End,11,$2.99 ,DC,"44,749"
2014,Batman Superman,17,$3.99 ,DC,"44,714"
2014,Spider-Man 2099,3,$3.99 ,Marvel,"44,625"
2014,Serenity Leaves On the Wind,6,$3.50 ,Dark Horse,"44,621"
2014,Nightwing,30,$3.99 ,DC,"44,621"
2014,Spider-Woman,2,$3.99 ,Marvel,"44,618"
2014,Death of Wolverine Weapon X Program,1,$3.99 ,Marvel,"44,605"
2014,Batman and Aquaman,29,$2.99 ,DC,"44,600"
2014,Superman Wonder Woman,13,$3.99 ,DC,"44,586"
2014,Inhuman,2,$3.99 ,Marvel,"44,527"
2014,The Star Wars,5,$3.99 ,Dark Horse,"44,491"
2014,Iron Man,23.NOW,$3.99 ,Marvel,"44,371"
2014,Batman and Two Face,28,$2.99 ,DC,"44,338"
2014,Green Lantern,34,$2.99 ,DC,"44,194"
2014,Superior Iron Man,2,$3.99 ,Marvel,"44,124"
2014,Original Sin,5.3,$3.99 ,Marvel,"44,103"
2014,Green Lantern,31,$2.99 ,DC,"44,092"
2014,Secret Six,1,$2.99 ,DC,"44,065"
2014,All New X-Men Annual,1,$4.99 ,Marvel,"44,052"
2014,Green Lantern,37,$2.99 ,DC,"44,033"
2014,Uncanny X-Men Annual,1,$4.99 ,Marvel,"43,978"
2014,Hulk,2,$3.99 ,Marvel,"43,913"
2014,Deadpools Art of War,1,$3.99 ,Marvel,"43,906"
2014,Deathlok,1,$3.99 ,Marvel,"43,842"
2014,Deadpool Annual,2,$4.99 ,Marvel,"43,811"
2014,Ms Marvel,3,$2.99 ,Marvel,"43,792"
2014,New Avengers,18,$3.99 ,Marvel,"43,717"
2014,Daredevil,2,$3.99 ,Marvel,"43,626"
2014,Deadpool,35,$3.99 ,Marvel,"43,626"
2014,Green Lantern,30,$2.99 ,DC,"43,612"
2014,Action Comics,35,$3.99 ,DC,"43,593"
2014,Original Sin,5.4,$3.99 ,Marvel,"43,569"
2014,New Avengers,25,$3.99 ,Marvel,"43,561"
2014,Doctor Who 10th,1,$3.99 ,Titan,"43,546"
2014,Deadpool,38,$3.99 ,Marvel,"43,433"
2014,Death of Wolverine Logan Legacy,4,$3.99 ,Marvel,"43,429"
2014,New 52 Futures End,12,$2.99 ,DC,"43,416"
2014,Birds of Prey Futures End,1,$3.99 ,DC,"43,377"
2014,Death of Wolverine Life After Logan,1,$4.99 ,Marvel,"43,367"
2014,New Avengers,21,$3.99 ,Marvel,"43,347"
2014,Southern Bastards,1,$3.50 ,Image,"43,337"
2014,Green Lantern New Gods Godhead,1,$4.99 ,DC,"43,298"
2014,Original Sin,5.5,$3.99 ,Marvel,"43,254"
2014,Superboy Futures End,1,$3.99 ,DC,"43,207"
2014,Thor God of Thunder,19.NOW,$3.99 ,Marvel,"43,128"
2014,Justice League 3000,2,$2.99 ,DC,"43,099"
2014,Wonder Woman,37,$2.99 ,DC,"43,066"
2014,Justice League United,4,$3.99 ,DC,"42,938"
2014,New Avengers,22,$3.99 ,Marvel,"42,935"
2014,Amazing X-Men,7,$3.99 ,Marvel,"42,923"
2014,Bitch Planet,1,$3.50 ,Image,"42,817"
2014,New 52 Futures End,13,$2.99 ,DC,"42,811"
2014,Night of Living Deadpool,2,$3.99 ,Marvel,"42,728"
2014,Teen Titans,2,$2.99 ,DC,"42,648"
2014,Grayson,5,$2.99 ,DC,"42,611"
2014,X-Men,13,$3.99 ,Marvel,"42,575"
2014,The Star Wars,6,$3.99 ,Dark Horse,"42,567"
2014,Batman and Frankenstein,31,$2.99 ,DC,"42,550"
2014,Secret Origins,1,$4.99 ,DC,"42,547"
2014,Batman and Robin Annual,2,$4.99 ,DC,"42,508"
2014,Superman Wonder Woman Annual,1,$4.99 ,DC,"42,480"
2014,Original Sin,3.2,$3.99 ,Marvel,"42,327"
2014,Moon Knight,4,$3.99 ,Marvel,"42,230"
2014,Deadpool,39,$3.99 ,Marvel,"42,198"
2014,Deadpool,24,$2.99 ,Marvel,"42,167"
2014,New Avengers,20,$3.99 ,Marvel,"42,134"
2014,Trees,1,$2.99 ,Image,"42,133"
2014,New Avengers,19,$3.99 ,Marvel,"41,986"
2014,Action Comics,36,$3.99 ,DC,"41,960"
2014,New Suicide Squad,2,$2.99 ,DC,"41,917"
2014,Silver Surfer,2,$3.99 ,Marvel,"41,848"
2014,Deadpool,22,$2.99 ,Marvel,"41,726"
2014,Deadpool Draculas Gauntlet,1,$3.99 ,Marvel,"41,631"
2014,Ultimate Spider-Man,200,$4.99 ,Marvel,"41,625"
2014,Amazing X-Men,8,$3.99 ,Marvel,"41,587"
2014,New 52 Futures End,14,$2.99 ,DC,"41,503"
2014,Autumnlands Tooth & Claw,1,$2.99 ,Image,"41,482"
2014,Green Lantern Corps,32,$2.99 ,DC,"41,365"
2014,Original Sins,1,$3.99 ,Marvel,"41,276"
2014,Spider-Man 2099,5,$3.99 ,Marvel,"41,273"
2014,Superman Wonder Woman,14,$3.99 ,DC,"41,231"
2014,100th Anniversary Special: Guardians of the Galaxy,1,$3.99 ,Marvel,"41,203"
2014,Deadpool,23,$2.99 ,Marvel,"41,185"
2014,Outcast by Kirkman & Azaceta,5,$2.99 ,Image,"41,183"
2014,Wolverine,3,$3.99 ,Marvel,"41,163"
2014,Rocket Raccoon,6,$3.99 ,Marvel,"41,154"
2014,Wolverine and X-Men,2,$3.99 ,Marvel,"41,143"
2014,Fade Out,1,$3.50 ,Image,"41,122"
2014,Earth 2 Worlds End,2,$2.99 ,DC,"41,050"
2014,The Star Wars,7,$3.99 ,Dark Horse,"40,941"
2014,Miles Morales Ultimate Spider-Man,2,$3.99 ,Marvel,"40,932"
